id,mz,height,intensity_range:min,intensity_range:max,rt,rt_range:min,rt_range:max,area,mz_range:min,mz_range:max,charge,datafile:PreIS__1100_1500_d171-r001.mzML:mz,datafile:PreIS__1100_1500_d171-r001.mzML:feature_state,datafile:PreIS__1100_1500_d171-r001.mzML:area,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:fwhm,datafile:PreIS__1100_1500_d171-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r001.mzML:height,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:rt,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r001.mzML:isotopes,datafile:PreIS__1100_1500_d171-r001.mzML:charge,datafile:PreIS__1100_1500_d171-r002.mzML:mz,datafile:PreIS__1100_1500_d171-r002.mzML:feature_state,datafile:PreIS__1100_1500_d171-r002.mzML:area,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:fwhm,datafile:PreIS__1100_1500_d171-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r002.mzML:height,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:rt,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r002.mzML:isotopes,datafile:PreIS__1100_1500_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r001.mzML:mz,datafile:PreIS__750_1150_d171-r001.mzML:feature_state,datafile:PreIS__750_1150_d171-r001.mzML:area,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r001.mzML:fwhm,datafile:PreIS__750_1150_d171-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r001.mzML:height,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r001.mzML:rt,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r001.mzML:isotopes,datafile:PreIS__750_1150_d171-r001.mzML:charge,datafile:PreIS__400_800_d171-r002.mzML:mz,datafile:PreIS__400_800_d171-r002.mzML:feature_state,datafile:PreIS__400_800_d171-r002.mzML:area,datafile:PreIS__400_800_d171-r002.mzML:mz_range:min,datafile:PreIS__400_800_d171-r002.mzML:mz_range:max,datafile:PreIS__400_800_d171-r002.mzML:fwhm,datafile:PreIS__400_800_d171-r002.mzML:tailing_factor,datafile:PreIS__400_800_d171-r002.mzML:height,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r002.mzML:rt,datafile:PreIS__400_800_d171-r002.mzML:rt_range:min,datafile:PreIS__400_800_d171-r002.mzML:rt_range:max,datafile:PreIS__400_800_d171-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r002.mzML:isotopes,datafile:PreIS__400_800_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r002.mzML:mz,datafile:PreIS__750_1150_d171-r002.mzML:feature_state,datafile:PreIS__750_1150_d171-r002.mzML:area,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r002.mzML:fwhm,datafile:PreIS__750_1150_d171-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r002.mzML:height,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r002.mzML:rt,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r002.mzML:isotopes,datafile:PreIS__750_1150_d171-r002.mzML:charge,datafile:PreIS__400_800_d171-r001.mzML:mz,datafile:PreIS__400_800_d171-r001.mzML:feature_state,datafile:PreIS__400_800_d171-r001.mzML:area,datafile:PreIS__400_800_d171-r001.mzML:mz_range:min,datafile:PreIS__400_800_d171-r001.mzML:mz_range:max,datafile:PreIS__400_800_d171-r001.mzML:fwhm,datafile:PreIS__400_800_d171-r001.mzML:tailing_factor,datafile:PreIS__400_800_d171-r001.mzML:height,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r001.mzML:rt,datafile:PreIS__400_800_d171-r001.mzML:rt_range:min,datafile:PreIS__400_800_d171-r001.mzML:rt_range:max,datafile:PreIS__400_800_d171-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r001.mzML:isotopes,datafile:PreIS__400_800_d171-r001.mzML:charge
220,800.5778,1.2E3,3.7E2,1.2E3,8.44,8.36,8.49,1.0E2,800.4969,800.7009,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,800.5778,DETECTED,1.0E2,800.4969,800.7009,0.10,0.83,1.2E3,3.7E2,1.2E3,8.44,8.36,8.49,0.67,,,,UNKNOWN,,,,,,,,,,,,,,
221,836.4999,8.4E2,1.9E2,8.4E2,8.57,8.53,8.62,4.8E1,836.4062,836.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,836.4999,DETECTED,4.8E1,836.4062,836.5000,0.07,1.17,8.4E2,1.9E2,8.4E2,8.57,8.53,8.62,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
222,787.1272,1.5E3,9.9E1,1.5E3,8.70,8.62,8.74,9.1E1,787.0980,787.7026,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,787.1272,DETECTED,9.1E1,787.0980,787.7026,0.06,0.79,1.5E3,9.9E1,1.5E3,8.70,8.62,8.74,0.65,,,,UNKNOWN,,,,,,,,,,,,,,
223,773.6983,1.6E3,5.6E1,1.6E3,8.75,8.71,8.80,9.4E1,773.4737,773.6994,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,773.6983,DETECTED,9.4E1,773.4737,773.6994,0.06,1.17,1.6E3,5.6E1,1.6E3,8.75,8.71,8.80,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
224,787.5917,1.4E3,5.1E1,1.4E3,8.85,8.82,8.93,8.2E1,787.1000,787.6003,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,787.5917,DETECTED,8.2E1,787.1000,787.6003,0.06,1.16,1.4E3,5.1E1,1.4E3,8.85,8.82,8.93,1.27,,,,UNKNOWN,,,,,,,,,,,,,,
225,799.5968,8.7E2,2.6E2,8.7E2,8.88,8.84,8.93,5.0E1,799.5964,799.7884,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,799.5968,DETECTED,5.0E1,799.5964,799.7884,0.06,1.17,8.7E2,2.6E2,8.7E2,8.88,8.84,8.93,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
226,814.4999,8.4E2,2.6E2,8.4E2,9.24,9.21,9.30,4.8E1,814.4857,814.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,814.4999,DETECTED,4.8E1,814.4857,814.5000,0.06,1.17,8.4E2,2.6E2,8.4E2,9.24,9.21,9.30,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
227,801.7407,5.6E2,6.8E1,5.6E2,9.30,9.23,9.41,4.1E1,801.5424,801.7972,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,801.7407,DETECTED,4.1E1,801.5424,801.7972,0.07,1.40,5.6E2,6.8E1,5.6E2,9.30,9.23,9.41,1.65,,,,UNKNOWN,,,,,,,,,,,,,,
228,1052.7000,1.3E3,2.8E2,1.3E3,9.62,9.57,9.66,7.4E1,1052.6998,1052.7454,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1052.7000,DETECTED,7.4E1,1052.6998,1052.7454,0.07,0.88,1.3E3,2.8E2,1.3E3,9.62,9.57,9.66,0.75,,,,UNKNOWN,,,,,,,,,,,,,,
229,801.6553,1.2E3,5.2E1,1.2E3,9.72,9.59,9.83,1.1E2,801.4000,801.8106,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,801.6553,DETECTED,1.1E2,801.4000,801.8106,0.15,2.24,1.2E3,5.2E1,1.2E3,9.72,9.59,9.83,61.40,,,,UNKNOWN,,,,,,,,,,,,,,
230,464.0000,7.6E2,2.8E2,7.6E2,0.22,0.18,0.27,4.4E1,463.9999,464.0858,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,464.0000,DETECTED,4.4E1,463.9999,464.0858,0.06,1.17,7.6E2,2.8E2,7.6E2,0.22,0.18,0.27,1.33,,
231,659.8996,6.1E2,1.8E2,6.1E2,0.62,0.58,0.67,3.5E1,659.7936,659.8996,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,659.8996,DETECTED,3.5E1,659.7936,659.8996,0.06,1.17,6.1E2,1.8E2,6.1E2,0.62,0.58,0.67,1.33,,
232,495.7968,8.3E2,5.2E1,8.3E2,0.64,0.58,0.70,4.9E1,495.7000,495.8761,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,495.7968,DETECTED,4.9E1,495.7000,495.8761,0.06,1.72,8.3E2,5.2E1,8.3E2,0.64,0.58,0.70,0.73,,
233,408.0986,1.1E3,3.5E2,1.1E3,1.97,1.92,2.01,6.0E1,408.0790,408.0990,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,408.0986,DETECTED,6.0E1,408.0790,408.0990,0.06,0.87,1.1E3,3.5E2,1.1E3,1.97,1.92,2.01,0.75,,
234,474.6000,2.2E3,7.6E2,2.2E3,2.61,2.57,2.66,1.2E2,474.2114,474.6001,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.6000,DETECTED,1.2E2,474.2114,474.6001,0.06,1.17,2.2E3,7.6E2,2.2E3,2.61,2.57,2.66,1.33,,
235,619.2993,1.1E3,4.2E2,1.1E3,3.37,3.32,3.41,6.6E1,619.2990,619.6188,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,619.2993,DETECTED,6.6E1,619.2990,619.6188,0.06,0.88,1.1E3,4.2E2,1.1E3,3.37,3.32,3.41,0.75,,
236,506.3399,1.4E3,1.4E2,1.4E3,3.42,3.37,3.48,8.4E1,506.2919,506.4994,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,506.3399,DETECTED,8.4E1,506.2919,506.4994,0.06,1.00,1.4E3,1.4E2,1.4E3,3.42,3.37,3.48,0.75,,
237,474.1007,1.4E3,5.6E1,1.4E3,3.50,3.46,3.55,8.0E1,474.0969,474.3000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.1007,DETECTED,8.0E1,474.0969,474.3000,0.06,1.17,1.4E3,5.6E1,1.4E3,3.50,3.46,3.55,1.33,,
238,474.2615,2.3E3,5.3E1,2.3E3,3.63,3.58,3.75,2.0E2,473.9996,474.4000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.2615,DETECTED,2.0E2,473.9996,474.4000,0.09,1.63,2.3E3,5.3E1,2.3E3,3.63,3.58,3.75,2.93,,
239,619.8001,1.5E3,4.6E2,1.5E3,3.78,3.74,3.83,8.6E1,619.6188,619.8002,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,619.8001,DETECTED,8.6E1,619.6188,619.8002,0.06,1.17,1.5E3,4.6E2,1.5E3,3.78,3.74,3.83,1.33,,
240,619.4018,1.1E3,3.3E2,1.1E3,3.89,3.85,3.94,6.4E1,619.4017,619.6188,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,619.4018,DETECTED,6.4E1,619.4017,619.6188,0.06,1.17,1.1E3,3.3E2,1.1E3,3.89,3.85,3.94,1.33,,
241,474.1611,2.6E3,5.2E1,2.6E3,3.98,3.94,4.13,2.7E2,473.9900,474.5031,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.1611,DETECTED,2.7E2,473.9900,474.5031,0.13,2.33,2.6E3,5.2E1,2.6E3,3.98,3.94,4.13,3.38,,
242,568.0001,8.8E2,2.1E2,8.8E2,4.11,4.06,4.15,5.0E1,567.9999,568.0006,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,568.0001,DETECTED,5.0E1,567.9999,568.0006,0.06,0.88,8.8E2,2.1E2,8.8E2,4.11,4.06,4.15,0.75,,
243,569.3877,2.6E3,1.4E2,2.6E3,4.14,4.09,4.19,1.5E2,569.0958,569.4051,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,569.3877,DETECTED,1.5E2,569.0958,569.4051,0.06,0.88,2.6E3,1.4E2,2.6E3,4.14,4.09,4.19,0.72,,
244,474.2873,1.3E3,4.5E2,1.3E3,4.27,4.20,4.32,1.1E2,473.7996,474.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.2873,DETECTED,1.1E2,473.7996,474.5000,0.11,0.90,1.3E3,4.5E2,1.3E3,4.27,4.20,4.32,0.80,,
245,534.0998,1.8E3,5.4E2,1.8E3,4.27,4.23,4.32,1.0E2,534.0997,534.4672,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,534.0998,DETECTED,1.0E2,534.0997,534.4672,0.06,1.17,1.8E3,5.4E2,1.8E3,4.27,4.23,4.32,1.33,,
246,474.2879,1.3E3,5.4E1,1.3E3,4.48,4.36,4.61,1.7E2,474.0938,474.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.2879,DETECTED,1.7E2,474.0938,474.5000,0.12,1.06,1.3E3,5.4E1,1.3E3,4.48,4.36,4.61,1.02,,
247,504.3001,7.5E2,2.5E2,7.5E2,4.75,4.70,4.79,4.3E1,504.3000,504.3004,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,504.3001,DETECTED,4.3E1,504.3000,504.3004,0.06,0.87,7.5E2,2.5E2,7.5E2,4.75,4.70,4.79,0.75,,
248,588.4000,6.8E2,2.7E2,6.8E2,4.83,4.77,4.86,4.0E1,588.3993,588.5183,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,588.4000,DETECTED,4.0E1,588.3993,588.5183,0.06,0.88,6.8E2,2.7E2,6.8E2,4.83,4.77,4.86,0.75,,
249,587.3998,3.9E3,2.9E2,3.9E3,4.90,4.81,4.94,3.2E2,587.2073,587.6000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.3998,DETECTED,3.2E2,587.2073,587.6000,0.10,0.71,3.9E3,2.9E2,3.9E3,4.90,4.81,4.94,0.49,,
250,588.5865,1.8E3,5.1E1,1.8E3,4.97,4.92,5.06,1.1E2,588.5000,588.5927,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,588.5865,DETECTED,1.1E2,588.5000,588.5927,0.07,1.16,1.8E3,5.1E1,1.8E3,4.97,4.92,5.06,1.28,,
251,587.3342,5.0E3,1.4E3,5.0E3,5.02,4.94,5.12,6.0E2,587.2165,587.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.3342,DETECTED,6.0E2,587.2165,587.5000,0.13,1.17,5.0E3,1.4E3,5.0E3,5.02,4.94,5.12,1.33,,
252,628.7696,7.9E2,5.0E1,7.9E2,5.07,5.01,5.14,5.0E1,628.3000,628.8004,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,628.7696,DETECTED,5.0E1,628.3000,628.8004,0.06,0.91,7.9E2,5.0E1,7.9E2,5.07,5.01,5.14,0.87,,
253,587.4699,5.1E3,1.5E3,5.1E3,5.20,5.12,5.27,4.6E2,587.3436,587.9000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.4699,DETECTED,4.6E2,587.3436,587.9000,0.09,0.92,5.1E3,1.5E3,5.1E3,5.20,5.12,5.27,0.83,2,1
254,506.4422,2.0E3,5.1E1,2.0E3,5.25,5.20,5.32,1.2E2,506.0000,506.4972,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,506.4422,DETECTED,1.2E2,506.0000,506.4972,0.06,0.99,2.0E3,5.1E1,2.0E3,5.25,5.20,5.32,1.15,,
255,587.2389,2.7E3,5.1E1,2.7E3,5.41,5.36,5.53,1.8E2,586.8000,587.6985,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.2389,DETECTED,1.8E2,586.8000,587.6985,0.06,1.26,2.7E3,5.1E1,2.7E3,5.41,5.36,5.53,1.40,,
256,761.2712,1.2E3,5.2E1,1.2E3,5.45,5.29,5.53,9.6E1,761.1012,761.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,761.2712,DETECTED,9.6E1,761.1012,761.7000,0.06,0.86,1.2E3,5.2E1,1.2E3,5.45,5.29,5.53,2.91,,
257,684.7900,6.0E2,7.5E1,6.0E2,5.46,5.40,5.50,3.6E1,684.7312,684.8000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,684.7900,DETECTED,3.6E1,684.7312,684.8000,0.06,0.80,6.0E2,7.5E1,6.0E2,5.46,5.40,5.50,0.73,,
258,702.6997,1.5E3,4.9E2,1.5E3,5.46,5.42,5.51,8.8E1,702.6996,702.8362,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,702.6997,DETECTED,8.8E1,702.6996,702.8362,0.06,1.17,1.5E3,4.9E2,1.5E3,5.46,5.42,5.51,1.33,,
259,770.6461,7.0E2,2.7E2,7.0E2,5.49,5.44,5.53,4.1E1,770.4424,770.6704,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,770.6461,DETECTED,4.1E1,770.4424,770.6704,0.06,0.88,7.0E2,2.7E2,7.0E2,5.49,5.44,5.53,0.75,,
260,474.1614,9.1E2,1.2E2,9.1E2,5.51,5.40,5.57,7.5E1,474.1003,474.2999,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.1614,DETECTED,7.5E1,474.1003,474.2999,0.06,0.72,9.1E2,1.2E2,9.1E2,5.51,5.40,5.57,0.49,,
261,617.5992,1.9E3,4.1E2,1.9E3,5.53,5.47,5.57,1.1E2,617.4702,617.5996,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,617.5992,DETECTED,1.1E2,617.4702,617.5996,0.07,0.88,1.9E3,4.1E2,1.9E3,5.53,5.47,5.57,0.75,,
262,647.2698,1.0E3,5.1E1,1.0E3,5.63,5.57,5.73,6.6E1,647.1991,647.7005,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,647.2698,DETECTED,6.6E1,647.1991,647.7005,0.06,1.51,1.0E3,5.1E1,1.0E3,5.63,5.57,5.73,1.86,,
263,506.5946,7.8E2,5.4E1,7.8E2,5.66,5.60,5.71,4.6E1,506.4000,506.5992,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,506.5946,DETECTED,4.6E1,506.4000,506.5992,0.06,0.88,7.8E2,5.4E1,7.8E2,5.66,5.60,5.71,0.73,,
264,784.4073,5.1E2,6.1E1,5.1E2,5.66,5.62,5.72,3.0E1,784.4004,784.5377,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,784.4073,DETECTED,3.0E1,784.4004,784.5377,0.06,1.33,5.1E2,6.1E1,5.1E2,5.66,5.62,5.72,1.36,,
265,668.3660,2.6E3,4.1E2,2.6E3,5.67,5.60,5.73,1.7E2,668.3049,668.3936,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,668.3660,DETECTED,1.7E2,668.3049,668.3936,0.07,1.00,2.6E3,4.1E2,2.6E3,5.67,5.60,5.73,1.06,,
