id,height,intensity_range:min,intensity_range:max,rt,charge,mz_range:min,mz_range:max,mz,area,rt_range:min,rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:fwhm,datafile:PreIS__400_800_d161-r002.mzML:feature_state,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r002.mzML:tailing_factor,datafile:PreIS__400_800_d161-r002.mzML:mz_range:min,datafile:PreIS__400_800_d161-r002.mzML:mz_range:max,datafile:PreIS__400_800_d161-r002.mzML:area,datafile:PreIS__400_800_d161-r002.mzML:rt_range:min,datafile:PreIS__400_800_d161-r002.mzML:rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r002.mzML:height,datafile:PreIS__400_800_d161-r002.mzML:rt,datafile:PreIS__400_800_d161-r002.mzML:mz,datafile:PreIS__400_800_d161-r002.mzML:charge,datafile:PreIS__400_800_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r001.mzML:fwhm,datafile:PreIS__1100_1500_d161-r001.mzML:feature_state,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:area,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r001.mzML:height,datafile:PreIS__1100_1500_d161-r001.mzML:rt,datafile:PreIS__1100_1500_d161-r001.mzML:mz,datafile:PreIS__1100_1500_d161-r001.mzML:charge,datafile:PreIS__1100_1500_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r001.mzML:fwhm,datafile:PreIS__750_1150_d161-r001.mzML:feature_state,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r001.mzML:area,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r001.mzML:height,datafile:PreIS__750_1150_d161-r001.mzML:rt,datafile:PreIS__750_1150_d161-r001.mzML:mz,datafile:PreIS__750_1150_d161-r001.mzML:charge,datafile:PreIS__750_1150_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r002.mzML:fwhm,datafile:PreIS__750_1150_d161-r002.mzML:feature_state,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r002.mzML:area,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r002.mzML:height,datafile:PreIS__750_1150_d161-r002.mzML:rt,datafile:PreIS__750_1150_d161-r002.mzML:mz,datafile:PreIS__750_1150_d161-r002.mzML:charge,datafile:PreIS__750_1150_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r002.mzML:fwhm,datafile:PreIS__1100_1500_d161-r002.mzML:feature_state,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:area,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r002.mzML:height,datafile:PreIS__1100_1500_d161-r002.mzML:rt,datafile:PreIS__1100_1500_d161-r002.mzML:mz,datafile:PreIS__1100_1500_d161-r002.mzML:charge,datafile:PreIS__1100_1500_d161-r002.mzML:isotopes,datafile:PreIS__400_800_d161-r001.mzML:fwhm,datafile:PreIS__400_800_d161-r001.mzML:feature_state,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r001.mzML:tailing_factor,datafile:PreIS__400_800_d161-r001.mzML:mz_range:min,datafile:PreIS__400_800_d161-r001.mzML:mz_range:max,datafile:PreIS__400_800_d161-r001.mzML:area,datafile:PreIS__400_800_d161-r001.mzML:rt_range:min,datafile:PreIS__400_800_d161-r001.mzML:rt_range:max,datafile:PreIS__400_800_d161-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r001.mzML:height,datafile:PreIS__400_800_d161-r001.mzML:rt,datafile:PreIS__400_800_d161-r001.mzML:mz,datafile:PreIS__400_800_d161-r001.mzML:charge,datafile:PreIS__400_800_d161-r001.mzML:isotopes
127,1.8E3,5.1E1,1.8E3,8.76,,650.2000,650.8000,650.5120,1.1E2,8.67,8.82,0.06,DETECTED,5.1E1,1.8E3,0.98,650.2000,650.8000,1.1E2,8.67,8.82,1.21,1.8E3,8.76,650.5120,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
128,1.2E3,5.4E1,1.2E3,8.77,,787.4371,787.7000,787.5090,7.6E1,8.65,8.82,0.06,DETECTED,5.4E1,1.2E3,0.78,787.4371,787.7000,7.6E1,8.65,8.82,0.78,1.2E3,8.77,787.5090,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
129,5.8E2,6.7E1,5.8E2,8.98,,607.4097,607.5000,607.4999,3.5E1,8.94,9.04,0.06,DETECTED,6.7E1,5.8E2,1.33,607.4097,607.5000,3.5E1,8.94,9.04,1.36,5.8E2,8.98,607.4999,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
130,2.5E3,7.6E2,2.5E3,9.04,1,787.4371,787.8990,787.6276,2.0E2,8.95,9.08,0.10,DETECTED,7.6E2,2.5E3,0.71,787.4371,787.8990,2.0E2,8.95,9.08,0.43,2.5E3,9.04,787.6276,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
131,1.8E3,5.2E1,1.8E3,9.30,,787.4371,787.6988,787.6979,1.8E2,9.20,9.35,0.10,DETECTED,5.2E1,1.8E3,0.75,787.4371,787.6988,1.8E2,9.20,9.35,0.50,1.8E3,9.30,787.6979,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
132,1.3E3,3.9E2,1.3E3,9.38,,590.4727,591.1000,591.0998,7.4E1,9.34,9.43,0.06,DETECTED,3.9E2,1.3E3,1.17,590.4727,591.1000,7.4E1,9.34,9.43,1.33,1.3E3,9.38,591.0998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
133,7.8E2,2.2E2,7.8E2,9.47,,776.5995,776.6988,776.5995,4.5E1,9.42,9.51,0.06,DETECTED,2.2E2,7.8E2,0.88,776.5995,776.6988,4.5E1,9.42,9.51,0.75,7.8E2,9.47,776.5995,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
134,7.4E2,5.4E1,7.4E2,9.51,,607.3000,607.6997,607.6866,4.4E1,9.46,9.56,0.06,DETECTED,5.4E1,7.4E2,0.88,607.3000,607.6997,4.4E1,9.46,9.56,0.74,7.4E2,9.51,607.6866,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
135,2.1E3,8.2E1,2.1E3,9.60,,518.4997,518.5000,518.4998,1.2E2,9.55,9.65,0.06,DETECTED,8.2E1,2.1E3,1.17,518.4997,518.5000,1.2E2,9.55,9.65,1.40,2.1E3,9.60,518.4998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
136,1.1E3,3.8E2,1.1E3,9.63,,548.4961,548.5158,548.4978,6.6E1,9.59,9.68,0.06,DETECTED,3.8E2,1.1E3,1.17,548.4961,548.5158,6.6E1,9.59,9.68,1.33,1.1E3,9.63,548.4978,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
137,1.8E3,6.0E1,1.8E3,9.98,,548.0989,548.5158,548.0994,4.5E1,9.92,10.00,0.08,DETECTED,6.0E1,1.8E3,0.84,548.0989,548.5158,4.5E1,9.92,10.00,2.06,1.8E3,9.98,548.0994,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
138,6.1E3,5.4E1,6.1E3,2.91,1,1125.5108,1125.9796,1125.9348,3.8E2,2.85,2.98,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.4E1,6.1E3,0.89,1125.5108,1125.9796,3.8E2,2.85,2.98,0.92,6.1E3,2.91,1125.9348,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
139,4.6E3,7.9E1,4.6E3,3.89,1,1153.6000,1154.0979,1153.8852,2.8E2,3.82,3.98,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.9E1,4.6E3,0.98,1153.6000,1154.0979,2.8E2,3.82,3.98,0.91,4.6E3,3.89,1153.8852,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
140,2.2E3,4.6E2,2.2E3,4.05,,1200.2996,1200.3283,1200.2997,1.2E2,4.00,4.09,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,4.6E2,2.2E3,0.88,1200.2996,1200.3283,1.2E2,4.00,4.09,0.75,2.2E3,4.05,1200.2997,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
141,1.2E4,6.5E1,1.2E4,4.64,1,1181.6000,1182.3000,1181.7176,7.8E2,4.56,4.72,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.5E1,1.2E4,0.86,1181.6000,1182.3000,7.8E2,4.56,4.72,0.75,1.2E4,4.64,1181.7176,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
142,1.2E3,1.7E2,1.2E3,5.03,,1229.1273,1229.2963,1229.2462,8.5E1,4.98,5.11,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,1.7E2,1.2E3,1.25,1229.1273,1229.2963,8.5E1,4.98,5.11,1.31,1.2E3,5.03,1229.2462,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
143,2.3E3,6.2E2,2.3E3,5.11,,1226.2338,1226.8999,1226.5649,1.8E2,5.04,5.16,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,6.2E2,2.3E3,0.90,1226.2338,1226.8999,1.8E2,5.04,5.16,0.80,2.3E3,5.11,1226.5649,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
144,7.2E3,1.6E2,7.2E3,5.20,,1235.4327,1236.1000,1235.9838,4.4E2,5.12,5.28,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,7.2E3,0.91,1235.4327,1236.1000,4.4E2,5.12,5.28,0.74,7.2E3,5.20,1235.9838,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
145,2.2E4,4.3E2,2.2E4,5.21,1,1209.9679,1210.1438,1210.0278,1.6E3,5.12,5.29,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,4.3E2,2.2E4,1.00,1209.9679,1210.1438,1.6E3,5.12,5.29,1.04,2.2E4,5.21,1210.0278,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
146,1.1E3,4.3E2,1.1E3,5.24,,1237.0000,1237.9877,1237.8978,6.1E1,5.18,5.28,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.3E2,1.1E3,0.88,1237.0000,1237.9877,6.1E1,5.18,5.28,0.75,1.1E3,5.24,1237.8978,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
147,1.5E3,3.4E2,1.5E3,5.34,,1239.0925,1239.5997,1239.5996,8.3E1,5.29,5.38,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.4E2,1.5E3,0.88,1239.0925,1239.5997,8.3E1,5.29,5.38,0.75,1.5E3,5.34,1239.5996,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
148,2.6E3,1.7E2,2.6E3,5.44,,1223.6922,1224.3000,1223.9557,1.7E2,5.38,5.50,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.7E2,2.6E3,0.90,1223.6922,1224.3000,1.7E2,5.38,5.50,0.92,2.6E3,5.44,1223.9557,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
149,3.3E3,5.0E1,3.3E3,5.67,1,1237.2986,1238.1000,1237.6270,2.1E2,5.61,5.74,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,3.3E3,1.11,1237.2986,1238.1000,2.1E2,5.61,5.74,1.16,3.3E3,5.67,1237.6270,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
150,3.3E3,5.0E1,3.3E3,5.67,1,1237.2986,1238.1000,1237.6270,2.1E2,5.61,5.74,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,3.3E3,1.11,1237.2986,1238.1000,2.1E2,5.61,5.74,1.16,3.3E3,5.67,1237.6270,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
151,6.6E2,2.5E2,6.6E2,1.18,,753.9994,754.0246,753.9998,3.9E1,1.13,1.22,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.5E2,6.6E2,0.88,753.9994,754.0246,3.9E1,1.13,1.22,0.75,6.6E2,1.18,753.9998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
152,2.8E3,5.1E1,2.8E3,2.92,,1125.4000,1125.7942,1125.7291,1.8E2,2.86,3.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.8E3,0.98,1125.4000,1125.7942,1.8E2,2.86,3.00,1.08,2.8E3,2.92,1125.7291,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
153,1.9E3,5.2E1,1.9E3,4.53,,996.4928,996.8072,996.7925,1.2E2,4.45,4.58,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.2E1,1.9E3,0.90,996.4928,996.8072,1.2E2,4.45,4.58,0.84,1.9E3,4.53,996.7925,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
154,1.7E3,4.2E2,1.7E3,4.64,,891.0090,891.3999,891.3998,9.7E1,4.58,4.67,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.7E3,0.88,891.0090,891.3999,9.7E1,4.58,4.67,0.75,1.7E3,4.64,891.3998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
155,4.3E4,1.4E2,4.3E4,4.87,1,834.4414,834.7274,834.6030,3.0E3,4.79,4.96,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,1.4E2,4.3E4,1.10,834.4414,834.7274,3.0E3,4.79,4.96,1.26,4.3E4,4.87,834.6030,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
156,6.4E3,7.6E1,6.4E3,4.88,,816.5484,816.7739,816.6313,3.8E2,4.80,4.93,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.6E1,6.4E3,0.83,816.5484,816.7739,3.8E2,4.80,4.93,0.71,6.4E3,4.88,816.6313,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
157,9.3E2,3.2E2,9.3E2,4.91,,1122.8866,1122.8963,1122.8921,5.4E1,4.86,4.95,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.2E2,9.3E2,0.88,1122.8866,1122.8963,5.4E1,4.86,4.95,0.75,9.3E2,4.91,1122.8921,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
158,1.5E3,5.3E1,1.5E3,5.21,,756.2014,756.5300,756.2316,1.1E2,5.14,5.32,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,1.5E3,1.83,756.2014,756.5300,1.1E2,5.14,5.32,2.49,1.5E3,5.21,756.2316,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
159,6.6E2,1.7E2,6.6E2,5.21,,757.5595,757.7010,757.7002,3.8E1,5.15,5.25,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.7E2,6.6E2,0.88,757.5595,757.7010,3.8E1,5.15,5.25,0.75,6.6E2,5.21,757.7002,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
160,1.8E3,6.6E1,1.8E3,5.34,,1024.5000,1024.5999,1024.5961,1.1E2,5.28,5.43,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.6E1,1.8E3,1.00,1024.5000,1024.5999,1.1E2,5.28,5.43,1.20,1.8E3,5.34,1024.5961,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
161,9.3E2,3.3E2,9.3E2,5.41,,933.8000,933.8001,933.8000,5.4E1,5.38,5.47,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.3E2,9.3E2,1.17,933.8000,933.8001,5.4E1,5.38,5.47,1.33,9.3E2,5.41,933.8000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
162,5.2E2,5.0E1,5.2E2,5.43,,768.8939,769.3000,768.9145,3.2E1,5.38,5.49,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,5.2E2,5.02,768.8939,769.3000,3.2E1,5.38,5.49,0.75,5.2E2,5.43,768.9145,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
163,1.8E3,5.9E2,1.8E3,5.43,,787.5998,787.8723,787.5999,1.0E2,5.38,5.47,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.9E2,1.8E3,0.88,787.5998,787.8723,1.0E2,5.38,5.47,0.75,1.8E3,5.43,787.5999,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
164,9.9E2,2.8E2,9.9E2,5.62,,862.6859,862.6965,862.6892,5.9E1,5.57,5.67,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.8E2,9.9E2,1.00,862.6859,862.6965,5.9E1,5.57,5.67,1.00,9.9E2,5.62,862.6892,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
165,2.8E3,7.1E1,2.8E3,6.00,1,818.2967,819.0000,818.7430,2.1E2,5.91,6.08,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,7.1E1,2.8E3,1.14,818.2967,819.0000,2.1E2,5.91,6.08,1.56,2.8E3,6.00,818.7430,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
166,4.5E4,1.0E3,4.5E4,6.01,1,760.5519,760.8163,760.6871,5.7E3,5.88,6.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,1.0E3,4.5E4,1.25,760.5519,760.8163,5.7E3,5.88,6.18,1.73,4.5E4,6.01,760.6871,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
167,1.5E3,6.6E1,1.5E3,6.06,,1052.5915,1053.7014,1053.1581,1.5E2,5.96,6.13,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.11,DETECTED,6.6E1,1.5E3,0.78,1052.5915,1053.7014,1.5E2,5.96,6.13,0.54,1.5E3,6.06,1053.1581,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
168,1.1E3,3.2E2,1.1E3,6.13,,828.4937,828.7000,828.7000,6.4E1,6.08,6.17,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.2E2,1.1E3,0.87,828.4937,828.7000,6.4E1,6.08,6.17,0.75,1.1E3,6.13,828.7000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
169,1.7E3,8.2E1,1.7E3,6.24,,761.5784,761.8910,761.5944,1.1E2,6.19,6.32,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.2E1,1.7E3,1.12,761.5784,761.8910,1.1E2,6.19,6.32,0.96,1.7E3,6.24,761.5944,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
170,1.8E3,1.4E2,1.8E3,6.24,,890.8124,891.0090,890.8933,1.1E2,6.21,6.34,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.4E2,1.8E3,1.61,890.8124,891.0090,1.1E2,6.21,6.34,2.27,1.8E3,6.24,890.8933,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
171,1.4E3,4.6E2,1.4E3,6.27,,818.6439,818.9004,818.9001,8.2E1,6.22,6.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.6E2,1.4E3,0.88,818.6439,818.9004,8.2E1,6.22,6.31,0.75,1.4E3,6.27,818.9001,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
