id,rt,area,mz_range:min,mz_range:max,intensity_range:min,intensity_range:max,charge,height,rt_range:min,rt_range:max,mz,datafile:PreIS__1100_1500_t180-r001.mzML:rt,datafile:PreIS__1100_1500_t180-r001.mzML:feature_state,datafile:PreIS__1100_1500_t180-r001.mzML:area,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:fwhm,datafile:PreIS__1100_1500_t180-r001.mzML:charge,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:height,datafile:PreIS__1100_1500_t180-r001.mzML:isotopes,datafile:PreIS__1100_1500_t180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r001.mzML:mz,datafile:PreIS__1100_1500_t180-r002.mzML:rt,datafile:PreIS__1100_1500_t180-r002.mzML:feature_state,datafile:PreIS__1100_1500_t180-r002.mzML:area,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:fwhm,datafile:PreIS__1100_1500_t180-r002.mzML:charge,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:height,datafile:PreIS__1100_1500_t180-r002.mzML:isotopes,datafile:PreIS__1100_1500_t180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r002.mzML:rt,datafile:PreIS__750_1150_t180-r002.mzML:feature_state,datafile:PreIS__750_1150_t180-r002.mzML:area,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r002.mzML:fwhm,datafile:PreIS__750_1150_t180-r002.mzML:charge,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r002.mzML:height,datafile:PreIS__750_1150_t180-r002.mzML:isotopes,datafile:PreIS__750_1150_t180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r002.mzML:mz,datafile:PreIS__400_800_t180-r002.mzML:rt,datafile:PreIS__400_800_t180-r002.mzML:feature_state,datafile:PreIS__400_800_t180-r002.mzML:area,datafile:PreIS__400_800_t180-r002.mzML:mz_range:min,datafile:PreIS__400_800_t180-r002.mzML:mz_range:max,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r002.mzML:fwhm,datafile:PreIS__400_800_t180-r002.mzML:charge,datafile:PreIS__400_800_t180-r002.mzML:rt_range:min,datafile:PreIS__400_800_t180-r002.mzML:rt_range:max,datafile:PreIS__400_800_t180-r002.mzML:height,datafile:PreIS__400_800_t180-r002.mzML:isotopes,datafile:PreIS__400_800_t180-r002.mzML:tailing_factor,datafile:PreIS__400_800_t180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r001.mzML:rt,datafile:PreIS__750_1150_t180-r001.mzML:feature_state,datafile:PreIS__750_1150_t180-r001.mzML:area,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r001.mzML:fwhm,datafile:PreIS__750_1150_t180-r001.mzML:charge,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r001.mzML:height,datafile:PreIS__750_1150_t180-r001.mzML:isotopes,datafile:PreIS__750_1150_t180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r001.mzML:mz,datafile:PreIS__400_800_t180-r001.mzML:rt,datafile:PreIS__400_800_t180-r001.mzML:feature_state,datafile:PreIS__400_800_t180-r001.mzML:area,datafile:PreIS__400_800_t180-r001.mzML:mz_range:min,datafile:PreIS__400_800_t180-r001.mzML:mz_range:max,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r001.mzML:fwhm,datafile:PreIS__400_800_t180-r001.mzML:charge,datafile:PreIS__400_800_t180-r001.mzML:rt_range:min,datafile:PreIS__400_800_t180-r001.mzML:rt_range:max,datafile:PreIS__400_800_t180-r001.mzML:height,datafile:PreIS__400_800_t180-r001.mzML:isotopes,datafile:PreIS__400_800_t180-r001.mzML:tailing_factor,datafile:PreIS__400_800_t180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r001.mzML:mz
441,7.69,3.2E2,722.4035,722.6703,8.8E1,5.1E3,,5.1E3,7.63,7.77,722.6366,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.69,DETECTED,3.2E2,722.4035,722.6703,8.8E1,5.1E3,0.06,,7.63,7.77,5.1E3,,0.92,0.87,722.6366,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
442,7.69,1.5E3,740.3000,740.6000,5.3E1,2.2E4,1,2.2E4,7.58,7.80,740.4442,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.69,DETECTED,1.5E3,740.3000,740.6000,5.3E1,2.2E4,0.07,1,7.58,7.80,2.2E4,2,1.17,1.05,740.4442,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
443,7.72,1.8E2,579.3390,579.4982,1.3E2,3.0E3,,3.0E3,7.65,7.77,579.4726,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.72,DETECTED,1.8E2,579.3390,579.4982,1.3E2,3.0E3,0.06,,7.65,7.77,3.0E3,,1.01,1.33,579.4726,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
444,7.72,1.5E2,628.6744,628.9004,1.5E2,2.1E3,,2.1E3,7.67,7.82,628.7246,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.72,DETECTED,1.5E2,628.6744,628.9004,1.5E2,2.1E3,0.06,,7.67,7.82,2.1E3,,1.68,2.29,628.7246,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
445,7.73,1.2E2,628.1000,628.3306,2.0E2,1.9E3,,1.9E3,7.68,7.80,628.1738,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.73,DETECTED,1.2E2,628.1000,628.3306,2.0E2,1.9E3,0.06,,7.68,7.80,1.9E3,,1.12,1.01,628.1738,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
446,7.73,1.9E2,646.2017,646.4905,5.0E2,3.1E3,1,3.1E3,7.68,7.78,646.2865,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.73,DETECTED,1.9E2,646.2017,646.4905,5.0E2,3.1E3,0.06,1,7.68,7.78,3.1E3,2,1.00,1.00,646.2865,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
447,7.76,3.3E2,576.1737,576.7960,8.0E1,4.7E3,,4.7E3,7.67,7.84,576.1813,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.76,DETECTED,3.3E2,576.1737,576.7960,8.0E1,4.7E3,0.07,,7.67,7.84,4.7E3,,0.96,0.91,576.1813,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
448,7.77,1.1E3,566.4157,566.4495,4.7E3,1.5E4,,1.5E4,7.73,7.84,566.4357,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.77,DETECTED,1.1E3,566.4157,566.4495,4.7E3,1.5E4,0.08,,7.73,7.84,1.5E4,,1.33,1.67,566.4357,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
449,7.77,5.1E2,594.3189,594.5031,1.8E2,7.7E3,,7.7E3,7.69,7.84,594.4419,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.77,DETECTED,5.1E2,594.3189,594.5031,1.8E2,7.7E3,0.07,,7.69,7.84,7.7E3,,0.92,0.83,594.4419,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
450,7.80,1.4E2,700.1997,700.7000,5.1E1,2.4E3,,2.4E3,7.76,7.90,700.2150,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.80,DETECTED,1.4E2,700.1997,700.7000,5.1E1,2.4E3,0.06,,7.76,7.90,2.4E3,,1.16,1.23,700.2150,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
451,7.87,2.5E2,618.3682,618.6005,1.1E2,4.2E3,,4.2E3,7.81,7.95,618.3884,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,2.5E2,618.3682,618.6005,1.1E2,4.2E3,0.06,,7.81,7.95,4.2E3,,1.03,0.97,618.3884,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
452,7.87,1.9E2,716.4123,716.6999,1.3E2,2.1E3,1,2.1E3,7.78,7.95,716.5350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,1.9E2,716.4123,716.6999,1.3E2,2.1E3,0.09,1,7.78,7.95,2.1E3,3,0.98,1.09,716.5350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
453,7.87,1.9E2,716.4123,716.6999,1.3E2,2.1E3,1,2.1E3,7.78,7.95,716.5350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,1.9E2,716.4123,716.6999,1.3E2,2.1E3,0.09,1,7.78,7.95,2.1E3,3,0.98,1.09,716.5350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
454,7.87,6.4E2,798.6306,798.8370,4.3E2,9.5E3,,9.5E3,7.80,7.95,798.7094,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,6.4E2,798.6306,798.8370,4.3E2,9.5E3,0.06,,7.80,7.95,9.5E3,,1.02,1.18,798.7094,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
455,7.89,1.1E2,780.3841,780.6013,5.6E1,1.8E3,,1.8E3,7.82,7.95,780.5986,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.89,DETECTED,1.1E2,780.3841,780.6013,5.6E1,1.8E3,0.06,,7.82,7.95,1.8E3,,1.18,1.43,780.5986,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
456,7.94,8.7E1,668.1998,668.7000,3.5E2,1.2E3,,1.2E3,7.87,7.99,668.5292,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.94,DETECTED,8.7E1,668.1998,668.7000,3.5E2,1.2E3,0.08,,7.87,7.99,1.2E3,,0.90,0.80,668.5292,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
457,7.94,1.2E2,768.2612,768.7029,1.6E2,1.9E3,,1.9E3,7.89,8.03,768.3188,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.94,DETECTED,1.2E2,768.2612,768.7029,1.6E2,1.9E3,0.07,,7.89,8.03,1.9E3,,1.34,1.83,768.3188,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
458,7.95,5.6E1,647.4889,647.5002,3.7E2,9.6E2,,9.6E2,7.90,7.99,647.5001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.95,DETECTED,5.6E1,647.4889,647.5002,3.7E2,9.6E2,0.06,,7.90,7.99,9.6E2,,0.87,0.75,647.5001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
459,7.95,6.7E1,769.6334,769.8001,4.1E2,1.2E3,,1.2E3,7.90,7.99,769.7999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.95,DETECTED,6.7E1,769.6334,769.8001,4.1E2,1.2E3,0.06,,7.90,7.99,1.2E3,,0.87,0.75,769.7999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
460,7.98,1.5E2,616.3888,616.6000,3.8E2,1.8E3,,1.8E3,7.93,8.07,616.4702,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.98,DETECTED,1.5E2,616.3888,616.6000,3.8E2,1.8E3,0.11,,7.93,8.07,1.8E3,,1.37,1.75,616.4702,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
461,7.98,4.3E1,649.5452,649.6000,2.9E2,7.3E2,,7.3E2,7.93,8.02,649.5998,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.98,DETECTED,4.3E1,649.5452,649.6000,2.9E2,7.3E2,0.06,,7.93,8.02,7.3E2,,0.87,0.75,649.5998,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
462,7.99,1.9E2,539.4442,539.5999,2.1E2,1.7E3,,1.7E3,7.87,8.06,539.5121,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.99,DETECTED,1.9E2,539.4442,539.5999,2.1E2,1.7E3,0.09,,7.87,8.06,1.7E3,,0.78,0.50,539.5121,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
463,8.00,3.0E2,666.2082,666.7964,9.1E1,4.3E3,,4.3E3,7.94,8.08,666.4164,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.00,DETECTED,3.0E2,666.2082,666.7964,9.1E1,4.3E3,0.08,,7.94,8.08,4.3E3,,1.15,1.32,666.4164,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
464,8.06,6.2E2,566.2360,566.6708,5.8E2,4.7E3,,4.7E3,7.95,8.17,566.4709,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.06,DETECTED,6.2E2,566.2360,566.6708,5.8E2,4.7E3,0.14,,7.95,8.17,4.7E3,,1.06,1.04,566.4709,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
465,8.06,2.3E2,639.9000,640.6004,5.2E1,3.3E3,1,3.3E3,7.97,8.15,640.4495,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.06,DETECTED,2.3E2,639.9000,640.6004,5.2E1,3.3E3,0.06,1,7.97,8.15,3.3E3,2,1.45,2.00,640.4495,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
466,8.06,6.7E1,739.9000,740.7954,5.1E1,1.2E3,,1.2E3,8.02,8.13,740.7730,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.06,DETECTED,6.7E1,739.9000,740.7954,5.1E1,1.2E3,0.06,,8.02,8.13,1.2E3,,1.16,1.26,740.7730,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
467,8.07,6.0E1,553.2973,553.5001,3.1E2,1.1E3,,1.1E3,8.03,8.12,553.4999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.07,DETECTED,6.0E1,553.2973,553.5001,3.1E2,1.1E3,0.06,,8.03,8.12,1.1E3,,1.17,1.33,553.4999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
468,8.11,1.1E3,632.2000,632.6099,1.2E2,1.7E4,1,1.7E4,8.03,8.17,632.5872,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.11,DETECTED,1.1E3,632.2000,632.6099,1.2E2,1.7E4,0.06,1,8.03,8.17,1.7E4,2,1.04,1.08,632.5872,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
469,8.11,6.2E2,794.4298,794.7337,1.2E2,9.2E3,1,9.2E3,8.04,8.20,794.6523,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.11,DETECTED,6.2E2,794.4298,794.7337,1.2E2,9.2E3,0.07,1,8.04,8.20,9.2E3,2,1.08,1.20,794.6523,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
470,8.16,4.5E2,593.1000,593.4958,5.1E1,4.4E3,1,4.4E3,8.04,8.24,593.4671,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.16,DETECTED,4.5E2,593.1000,593.4958,5.1E1,4.4E3,0.12,1,8.04,8.24,4.4E3,2,0.81,0.61,593.4671,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
471,8.17,5.3E1,609.0994,609.1954,2.0E2,9.4E2,,9.4E2,8.12,8.21,609.0996,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.17,DETECTED,5.3E1,609.0994,609.1954,2.0E2,9.4E2,0.07,,8.12,8.21,9.4E2,,0.87,0.75,609.0996,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
472,8.20,7.9E1,718.3866,718.7044,8.4E1,1.3E3,,1.3E3,8.13,8.25,718.4095,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.20,DETECTED,7.9E1,718.3866,718.7044,8.4E1,1.3E3,0.06,,8.13,8.25,1.3E3,,0.99,0.79,718.4095,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
473,8.21,8.2E3,630.3648,630.8781,1.9E2,1.1E5,1,1.1E5,8.08,8.33,630.5315,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.21,DETECTED,8.2E3,630.3648,630.8781,1.9E2,1.1E5,0.07,1,8.08,8.33,1.1E5,2,0.93,0.83,630.5315,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
474,8.21,8.2E3,648.4711,648.9001,1.3E2,1.2E5,1,1.2E5,8.07,8.33,648.5457,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.21,DETECTED,8.2E3,648.4711,648.9001,1.3E2,1.2E5,0.07,1,8.07,8.33,1.2E5,3,0.90,0.76,648.5457,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
475,8.24,1.3E2,634.4168,634.8322,8.7E1,2.1E3,,2.1E3,8.19,8.34,634.4360,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.24,DETECTED,1.3E2,634.4168,634.8322,8.7E1,2.1E3,0.06,,8.19,8.34,2.1E3,,1.41,1.21,634.4360,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
476,8.25,4.1E1,603.6000,603.6000,1.3E2,8.4E2,1,8.4E2,8.20,8.28,603.6000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.25,DETECTED,4.1E1,603.6000,603.6000,1.3E2,8.4E2,0.10,1,8.20,8.28,8.4E2,4,0.75,0.65,603.6000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
477,8.25,4.1E1,603.6000,603.6000,1.3E2,8.4E2,1,8.4E2,8.20,8.28,603.6000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.25,DETECTED,4.1E1,603.6000,603.6000,1.3E2,8.4E2,0.10,1,8.20,8.28,8.4E2,4,0.75,0.65,603.6000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
478,8.25,8.7E3,622.3000,622.5864,5.2E1,1.3E5,1,1.3E5,8.13,8.33,622.5260,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.25,DETECTED,8.7E3,622.3000,622.5864,5.2E1,1.3E5,0.06,1,8.13,8.33,1.3E5,3,1.04,1.02,622.5260,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
479,8.29,2.7E2,566.2260,566.7000,6.7E2,4.4E3,,4.4E3,8.25,8.33,566.2944,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.29,DETECTED,2.7E2,566.2260,566.7000,6.7E2,4.4E3,0.10,,8.25,8.33,4.4E3,,1.00,1.00,566.2944,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
480,8.30,1.1E2,632.4776,632.7359,5.1E2,1.9E3,,1.9E3,8.26,8.35,632.7204,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.30,DETECTED,1.1E2,632.4776,632.7359,5.1E2,1.9E3,0.06,,8.26,8.35,1.9E3,,1.17,1.33,632.7204,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
481,8.30,3.3E2,654.2000,654.7055,5.1E2,4.3E3,1,4.3E3,8.22,8.38,654.5836,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.30,DETECTED,3.3E2,654.2000,654.7055,5.1E2,4.3E3,0.06,1,8.22,8.38,4.3E3,2,1.00,0.99,654.5836,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
482,8.30,6.5E2,684.4527,685.6083,1.2E2,5.7E3,,5.7E3,8.21,8.42,684.6543,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.30,DETECTED,6.5E2,684.4527,685.6083,1.2E2,5.7E3,0.06,,8.21,8.42,5.7E3,,1.40,2.24,684.6543,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
483,8.32,3.3E1,650.5000,651.2000,5.9E1,5.2E2,,5.2E2,8.28,8.38,651.1034,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.32,DETECTED,3.3E1,650.5000,651.2000,5.9E1,5.2E2,0.07,,8.28,8.38,5.2E2,,1.33,1.35,651.1034,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
484,8.33,1.3E3,538.3944,538.4981,2.0E3,1.3E4,,1.3E4,8.28,8.43,538.4640,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.33,DETECTED,1.3E3,538.3944,538.4981,2.0E3,1.3E4,0.11,,8.28,8.43,1.3E4,,1.50,2.00,538.4640,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
485,8.33,1.1E2,684.2304,684.4000,2.3E3,3.2E3,,3.2E3,8.29,8.34,684.4000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.33,DETECTED,1.1E2,684.2304,684.4000,2.3E3,3.2E3,0.05,,8.29,8.34,3.2E3,,0.67,0.33,684.4000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
486,8.42,3.6E1,519.6987,520.2106,2.2E2,6.3E2,,6.3E2,8.38,8.47,519.6990,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.42,DETECTED,3.6E1,519.6987,520.2106,2.2E2,6.3E2,0.06,,8.38,8.47,6.3E2,,1.17,1.33,519.6990,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
